Category,PalID,Link,SourceID,BranchID,DateObserved,CurrentStatus,CurrentPrice,PreviousStatus,PreviousPrice,PreviousDate,UDPRN,UMRRN,UPRN,Abode,HouseName,HouseNum,Street1,Street2,Sublocality,Locality,Town,Postcode,DeliveryPointSuffix 
Reduced,19067221,https://www.rightmove.co.uk/property-for-sale/property-112192139.html,R112192139,R160349,03/11/2021 00:00:00,,6250000,,7250000,20/10/2021 00:00:00,23775149,,100023347717,FLAT 4,ALBERT GATE COURT,124,KNIGHTSBRIDGE,,,,LONDON,SW1X 7PE,1G
Reduced,19136284,https://www.rightmove.co.uk/property-for-sale/property-90307511.html,R90307511,R146753,03/11/2021 00:00:00,,3500000,,3750000,20/10/2021 00:00:00,23775582,,100022812397,FLAT B,,13,UPPER BELGRAVE STREET,,,,LONDON,SW1X 8BA,1F
Reduced,18994063,https://www.rightmove.co.uk/property-for-sale/property-109203428.html,R109203428,R85670,03/11/2021 00:00:00,,439950,,450000,25/10/2021 00:00:00,23966656,,100022299214,FLAT 1,ST. LEONARDS COURT,,ST. LEONARDS ROAD,,,,LONDON,SW14 7NG,1A
Reduced,18995638,https://www.rightmove.co.uk/property-for-sale/property-114787883.html,R114787883,R84794,03/11/2021 00:00:00,,299999,,325000,27/10/2021 00:00:00,23855002,,34022694,FLAT 96,ROBERT OWEN HOUSE,,FULHAM PALACE ROAD,,,,LONDON,SW6 6JB,3P
Reduced,18838328,https://www.rightmove.co.uk/property-for-sale/property-113894984.html,R113894984,R49447,03/11/2021 00:00:00,,500000,,525000,22/10/2021 00:00:00,25820012,,12133592,FLAT 3,,95,BEAUMONT ROAD,,,,LONDON,W4 5AJ,1D
Reduced,18954998,https://www.rightmove.co.uk/property-for-sale/property-112736693.html,R112736693,R74440,03/11/2021 00:00:00,,1750000,,1790000,22/10/2021 00:00:00,17762034,,100022793747,FLAT 4,VICEROY COURT,58-74,PRINCE ALBERT ROAD,,,,LONDON,NW8 7PP,1U
Reduced,18981772,https://www.rightmove.co.uk/property-for-sale/property-113043251.html,R113043251,R79764,03/11/2021 00:00:00,,335000,,365000,21/10/2021 00:00:00,21624268,,100021977455,,,307C,LEE HIGH ROAD,,,,LONDON,SE12 8RU,3D
Reduced,18805865,https://www.rightmove.co.uk/property-for-sale/property-112978097.html,R112978097,R30479,03/11/2021 00:00:00,,600000,,635000,22/10/2021 00:00:00,25405666,,100022330966,FLAT 38,MEADOWSIDE,,CAMBRIDGE PARK,,,,TWICKENHAM,TW1 2JQ,2P
Reduced,18805876,https://www.rightmove.co.uk/property-for-sale/property-113204159.html,R113204159,R48456,03/11/2021 00:00:00,,650000,,675000,21/10/2021 00:00:00,25405677,,100022330977,FLAT 49,MEADOWSIDE,,CAMBRIDGE PARK,,,,TWICKENHAM,TW1 2JQ,3D
Reduced,18809907,https://www.rightmove.co.uk/property-for-sale/property-109225937.html,R109225937,R61544,03/11/2021 00:00:00,,240000,,260000,21/10/2021 00:00:00,25472730,,100021513949,59,FRASER HOUSE,,GREEN DRAGON LANE,,,,BRENTFORD,TW8 0DQ,1T
Reduced,18719087,https://www.rightmove.co.uk/property-for-sale/property-110656454.html,R110656454,R85682,03/11/2021 00:00:00,,650000,,675000,20/10/2021 00:00:00,23971732,,100023310388,FLAT 332,COWLEY MANSIONS,,MORTLAKE HIGH STREET,,,,LONDON,SW14 8SL,2Y
Reduced,18719107,https://www.rightmove.co.uk/property-for-sale/property-112565015.html,R112565015,R82606,03/11/2021 00:00:00,,1349000,,1375000,22/10/2021 00:00:00,23971835,,100022292925,,BURFORD VILLA,,FIRST AVENUE,,,,LONDON,SW14 8SR,1A
Reduced,18521640,https://www.rightmove.co.uk/property-for-sale/property-90326884.html,R90326884,R234980,03/11/2021 00:00:00,,595000,,670000,26/10/2021 00:00:00,17693526,,5068834,FLAT 26,IMPERIAL TOWERS,17,NETHERHALL GARDENS,,,,LONDON,NW3 5RT,1Y
Reduced,18521493,https://www.rightmove.co.uk/property-for-sale/property-114785579.html,R114785579,R55399,03/11/2021 00:00:00,,1075000,,1150000,23/10/2021 00:00:00,17692281,,5023446,FLAT 69,NORTHWAYS,,COLLEGE CRESCENT,,,,LONDON,NW3 5DP,2D
Reduced,18523130,https://www.rightmove.co.uk/property-for-sale/property-114357947.html,R114357947,R34203,03/11/2021 00:00:00,,410000,,425000,26/10/2021 00:00:00,17720318,,5071227,FLAT 56,SOUTHFLEET,,MALDEN ROAD,,,,LONDON,NW5 4DD,3Q
Reduced,18523428,https://www.rightmove.co.uk/property-for-sale/property-112021592.html,R112021592,R36189,03/11/2021 00:00:00,,350000,,365000,21/10/2021 00:00:00,17721907,,5033542,FLAT 21,BACTON,,HAVERSTOCK ROAD,,,,LONDON,NW5 4PU,1S
Reduced,18524103,https://www.rightmove.co.uk/property-for-sale/property-81964209.html,R81964209,R140510,03/11/2021 00:00:00,,525000,,550000,20/10/2021 00:00:00,17722954,,5044628,FLAT 16,DENNINGTON HOUSE,,DENNINGTON PARK ROAD,,,,LONDON,NW6 1AU,1J
Reduced,18275388,https://www.rightmove.co.uk/property-for-sale/property-114071114.html,R114071114,R16050,03/11/2021 00:00:00,,375000,,400000,26/10/2021 00:00:00,7876587,,6056118,,,15,RANWELL CLOSE,BEALE ROAD,,,LONDON,E3 5LW,1H
Reduced,17981511,https://www.rightmove.co.uk/property-for-sale/property-114549599.html,R114549599,R1949,03/11/2021 00:00:00,,275000,,300000,26/10/2021 00:00:00,25847659,,34005857,FLAT 139,KINGS COURT,,HAMLET GARDENS,,,,LONDON,W6 0RP,1Y
Reduced,17974170,https://www.rightmove.co.uk/property-for-sale/property-114692669.html,R114692669,R37850,03/11/2021 00:00:00,,350000,,375000,26/10/2021 00:00:00,25804405,,12117401,,,37A,SOUTHFIELD ROAD,,,,LONDON,W4 1AG,2L
Reduced,17974640,https://www.rightmove.co.uk/property-for-sale/property-114448970.html,R114448970,R191477,03/11/2021 00:00:00,,600000,,610000,21/10/2021 00:00:00,25808008,,12020305,11,ST. CATHERINES COURT,,BEDFORD ROAD,,,,LONDON,W4 1UH,1D
Reduced,17975537,https://www.rightmove.co.uk/property-for-sale/property-110768300.html,R110768300,R58810,03/11/2021 00:00:00,,550000,,575000,21/10/2021 00:00:00,25814888,,100023491066,,,10A,FAUCONBERG ROAD,,,,LONDON,W4 3JY,1T
Reduced,17975808,https://www.rightmove.co.uk/property-for-sale/property-90228871.html,R90228871,R189686,03/11/2021 00:00:00,,3390000,,3500000,22/10/2021 00:00:00,25815850,,100021585389,,,11,GROVE PARK TERRACE,,,,LONDON,W4 3QG,1E
Reduced,17970359,https://www.rightmove.co.uk/property-for-sale/property-114751121.html,R114751121,R15945,03/11/2021 00:00:00,,450000,,465000,26/10/2021 00:00:00,25784287,,100022756505,,,258A,GLOUCESTER TERRACE,,,,LONDON,W2 6HU,3Q
Reduced,17966880,https://www.rightmove.co.uk/property-for-sale/property-111050051.html,R111050051,R86681,03/11/2021 00:00:00,,2650000,,2850000,21/10/2021 00:00:00,25767956,,100022736326,FLAT 32,FALMOUTH HOUSE,,CLARENDON PLACE,,,,LONDON,W2 2NT,2G
Reduced,17965510,https://www.rightmove.co.uk/property-for-sale/property-113273243.html,R113273243,R51677,03/11/2021 00:00:00,,425000,,440000,20/10/2021 00:00:00,25963034,,34060520,FLAT 6,CHARLEVILLE COURT,,CHARLEVILLE ROAD,,,,LONDON,W14 9JG,2F
Reduced,17966002,https://www.rightmove.co.uk/property-for-sale/property-114280274.html,R114280274,R41328,03/11/2021 00:00:00,,1575000,,1625000,27/10/2021 00:00:00,25765116,,10033542910,,,28,ST. MICHAELS STREET,,,,LONDON,W2 1QU,1G
Reduced,17540736,https://www.rightmove.co.uk/property-for-sale/property-109531211.html,R109531211,R15966,03/11/2021 00:00:00,,275000,,300000,27/10/2021 00:00:00,23881406,,100021909935,FLAT 48,AMESBURY TOWER,,WANDSWORTH ROAD,,,,LONDON,SW8 3LQ,1J
Reduced,17952196,https://www.rightmove.co.uk/property-for-sale/property-85655290.html,R85655290,R75559,03/11/2021 00:00:00,,675000,,700000,20/10/2021 00:00:00,25754997,,100022816784,FLAT 30,FURNIVAL MANSIONS,,WELLS STREET,,,,LONDON,W1T 3PL,2E
Reduced,17950626,https://www.rightmove.co.uk/property-for-sale/property-114545546.html,R114545546,R55507,03/11/2021 00:00:00,,800000,Under offer,1000000,26/10/2021 00:00:00,25743887,,100022800807,FLAT 6,CLAREWOOD COURT,,SEYMOUR PLACE,,,,LONDON,W1H 2NL,2S
Reduced,17767190,https://www.rightmove.co.uk/property-for-sale/property-112006265.html,R112006265,R42815,03/11/2021 00:00:00,,399950,,415000,26/10/2021 00:00:00,25409668,,100022343302,FLAT 1,,14,QUEENS ROAD,,,,TWICKENHAM,TW1 4ES,1D
Reduced,17791569,https://www.rightmove.co.uk/property-for-sale/property-113603591.html,R113603591,R37850,03/11/2021 00:00:00,,2500000,,2650000,20/10/2021 00:00:00,25475502,,100021516379,,,7,THE BUTTS,,,,BRENTFORD,TW8 8BJ,1P
Reduced,17792043,https://www.rightmove.co.uk/property-for-sale/property-111561005.html,R111561005,R14362,03/11/2021 00:00:00,,290000,,295000,27/10/2021 00:00:00,25477579,,100021510767,FLAT 71,GALBA COURT,,AUGUSTUS CLOSE,,,,BRENTFORD,TW8 8QS,2F
Reduced,17792822,https://www.rightmove.co.uk/property-for-sale/property-110430794.html,R110430794,R123895,03/11/2021 00:00:00,,450000,,475000,26/10/2021 00:00:00,25481110,,100022312947,,,12,OLD PALACE LANE,,,,RICHMOND,TW9 1PG,1E
Reduced,17792908,https://www.rightmove.co.uk/property-for-sale/property-113968268.html,R113968268,R414,03/11/2021 00:00:00,,1295000,,1325000,26/10/2021 00:00:00,25481951,,100022317484,,,48,ST. MARYS GROVE,,,,RICHMOND,TW9 1UY,2B
Reduced,17792930,https://www.rightmove.co.uk/property-for-sale/property-106073783.html,R106073783,R30479,03/11/2021 00:00:00,,280000,,300000,20/10/2021 00:00:00,25481999,,100022317492,,,57,ST. MARYS GROVE,,,,RICHMOND,TW9 1XA,1W
Reduced,17768213,https://www.rightmove.co.uk/property-for-sale/property-81954009.html,R81954009,R148943,03/11/2021 00:00:00,,530000,,550000,23/10/2021 00:00:00,25494067,,100022314406,1,QUEENS COURT,,QUEENS ROAD,,,,RICHMOND,TW10 6LA,1A
Reduced,17768332,https://www.rightmove.co.uk/property-for-sale/property-73896393.html,R73896393,R30479,03/11/2021 00:00:00,,850000,,875000,27/10/2021 00:00:00,25494203,,100022309316,,,18,KING GEORGE SQUARE,,,,RICHMOND,TW10 6LG,1F
Reduced,17540262,https://www.rightmove.co.uk/property-for-sale/property-115043480.html,R115043480,R164900,30/10/2021 00:00:00,,375000,,385000,26/10/2021 00:00:00,23879817,,100021914291,FLAT 7,JAMES HOUSE,,WYVIL ROAD,,,,LONDON,SW8 2TE,1H
Reduced,17536597,https://www.rightmove.co.uk/property-for-sale/property-110981030.html,R110981030,R50064,03/11/2021 00:00:00,,325000,,350000,27/10/2021 00:00:00,23872017,,100021833253,FLAT 24,WIMBORNE HOUSE,,DORSET ROAD,,,,LONDON,SW8 1AH,1W
Reduced,17537792,https://www.rightmove.co.uk/property-for-sale/property-114283805.html,R114283805,R34265,03/11/2021 00:00:00,,685000,,699000,23/10/2021 00:00:00,23875483,,100021862275,FLAT 9,LANGLEY MANSIONS,,LANGLEY LANE,,,,LONDON,SW8 1TJ,1Y
Reduced,17534579,https://www.rightmove.co.uk/property-for-sale/property-113245691.html,R113245691,R79415,03/11/2021 00:00:00,,975000,,999950,23/10/2021 00:00:00,23857144,,34046932,,,53A,DANEHURST STREET,,,,LONDON,SW6 6SA,2X
Reduced,17524078,https://www.rightmove.co.uk/property-for-sale/property-112815137.html,R112815137,R669,03/11/2021 00:00:00,,300000,,315000,25/10/2021 00:00:00,23806112,,217042530,FLAT 15,ARUNDEL COURT,,JUBILEE PLACE,,,,LONDON,SW3 3TJ,1G
Reduced,17525885,https://www.rightmove.co.uk/property-for-sale/property-113355257.html,R113355257,R75837,03/11/2021 00:00:00,,504378,,514378,23/10/2021 00:00:00,23815134,,100021861649,,,4A,LAMBOURN ROAD,,,,LONDON,SW4 0LY,2B
Reduced,17526183,https://www.rightmove.co.uk/property-for-sale/property-112795544.html,R112795544,R78413,03/11/2021 00:00:00,,555000,,575000,27/10/2021 00:00:00,23817499,,100021835521,FLAT 162,ELMHURST MANSIONS,,EDGELEY ROAD,,,,LONDON,SW4 6HA,1G
Reduced,17529823,https://www.rightmove.co.uk/property-for-sale/property-112063325.html,R112063325,R76574,03/11/2021 00:00:00,,460000,,495000,26/10/2021 00:00:00,23830767,,217019963,FLAT 20,,65,COURTFIELD GARDENS,,,,LONDON,SW5 0NQ,1Y
Reduced,17530191,https://www.rightmove.co.uk/property-for-sale/property-113186657.html,R113186657,R18984,03/11/2021 00:00:00,,1000000,,1100000,22/10/2021 00:00:00,23834190,,217058902,FLAT 8,RUPERT HOUSE,,NEVERN SQUARE,,,,LONDON,SW5 9PL,2N
Reduced,17523697,https://www.rightmove.co.uk/property-for-sale/property-110043917.html,R110043917,R669,03/11/2021 00:00:00,,795000,,825000,27/10/2021 00:00:00,23804141,,217100871,FLAT 198,CRANMER COURT,,WHITEHEADS GROVE,,,,LONDON,SW3 3HG,1X
Reduced,17523731,https://www.rightmove.co.uk/property-for-sale/property-74983315.html,R74983315,R34277,03/11/2021 00:00:00,,825000,,900000,22/10/2021 00:00:00,23804176,,217100980,FLAT 78,CRANMER COURT,,WHITEHEADS GROVE,,,,LONDON,SW3 3HH,1Q
Reduced,17523804,https://www.rightmove.co.uk/property-for-sale/property-108653477.html,R108653477,R669,03/11/2021 00:00:00,,1450000,,1500000,25/10/2021 00:00:00,23804274,,217100944,FLAT 44,CRANMER COURT,,WHITEHEADS GROVE,,,,LONDON,SW3 3HW,1L
Reduced,17489081,https://www.rightmove.co.uk/property-for-sale/property-113262728.html,R113262728,R65845,03/11/2021 00:00:00,,2999950,,3150000,27/10/2021 00:00:00,23949712,,100022610978,,,46,BALHAM PARK ROAD,,,,LONDON,SW12 8DU,1Z
Reduced,17489827,https://www.rightmove.co.uk/property-for-sale/property-109020443.html,R109020443,R45738,03/11/2021 00:00:00,,1150000,,1190000,27/10/2021 00:00:00,23955780,,100021854919,,,9,JOSEPH POWELL CLOSE,,,,LONDON,SW12 9PE,1T
Reduced,17490426,https://www.rightmove.co.uk/property-for-sale/property-113250878.html,R113250878,R85676,03/11/2021 00:00:00,,435000,,450000,20/10/2021 00:00:00,23958966,,100022297290,FLAT 20,CRESSY HOUSE,,QUEENS RIDE,,,,LONDON,SW13 0HZ,1R
Reduced,17482008,https://www.rightmove.co.uk/property-for-sale/property-114771362.html,R114771362,R37838,03/11/2021 00:00:00,,550000,,595000,22/10/2021 00:00:00,23911905,,217033083,FLAT 9,ELM PARK HOUSE,,FULHAM ROAD,,,,LONDON,SW10 9QD,3Z
Reduced,17477638,https://www.rightmove.co.uk/property-for-sale/property-110312240.html,R110312240,R85457,03/11/2021 00:00:00,,700000,,735000,26/10/2021 00:00:00,23767205,,100022739987,FLAT 12,CUMBERLAND COURT,,CUMBERLAND STREET,,,,LONDON,SW1V 4LR,1E
Reduced,17473096,https://www.rightmove.co.uk/property-for-sale/property-102418298.html,R102418298,R84889,03/11/2021 00:00:00,,450000,,485000,22/10/2021 00:00:00,23756076,,100022750528,FLAT 47,REYNOLDS HOUSE,,ERASMUS STREET,,,,LONDON,SW1P 4HP,3B
Reduced,17239113,https://www.rightmove.co.uk/property-for-sale/property-111020783.html,R111020783,R169421,03/11/2021 00:00:00,,475000,,500000,21/10/2021 00:00:00,21567095,,100021957949,,,172B,EVELYN STREET,,,,LONDON,SE8 5DB,1Z
Reduced,17239580,https://www.rightmove.co.uk/property-for-sale/property-110952581.html,R110952581,R8617,03/11/2021 00:00:00,,225000,,245000,24/10/2021 00:00:00,21568844,,100021958195,FLAT 18,LANGFORD HOUSE,,EVELYN STREET,,,,LONDON,SE8 5QJ,1N
Reduced,17184390,https://www.rightmove.co.uk/property-for-sale/property-113455514.html,R113455514,R233879,03/11/2021 00:00:00,,415000,,425000,26/10/2021 00:00:00,21691252,,200003409292,,,122,CHERRY GARDEN STREET,,,,LONDON,SE16 4PB,1Q
Reduced,17183843,https://www.rightmove.co.uk/property-for-sale/property-107345633.html,R107345633,R55101,03/11/2021 00:00:00,,350000,,380000,22/10/2021 00:00:00,21688950,,200003406145,,,171,SOUTHWARK PARK ROAD,,,,LONDON,SE16 3TX,1B
Reduced,17237510,https://www.rightmove.co.uk/property-for-sale/property-113798966.html,R113798966,R173819,03/11/2021 00:00:00,,325000,,350000,21/10/2021 00:00:00,21558654,,100021961000,,,58,FORESHORE,,,,LONDON,SE8 3AG,2F
Reduced,17237568,https://www.rightmove.co.uk/property-for-sale/property-114134324.html,R114134324,R2915,03/11/2021 00:00:00,,400000,,425000,27/10/2021 00:00:00,21559432,,100020987174,FLAT 100,GILBERT HOUSE,,MCMILLAN STREET,,,,LONDON,SE8 3DL,1A
Reduced,17221078,https://www.rightmove.co.uk/property-for-sale/property-80241675.html,R80241675,R14614,03/11/2021 00:00:00,,585000,,600000,21/10/2021 00:00:00,21488588,,100021006226,,,21A,STRATHEDEN ROAD,,,,LONDON,SE3 7TH,2A
Reduced,17221173,https://www.rightmove.co.uk/property-for-sale/property-104162702.html,R104162702,R8607,03/11/2021 00:00:00,,375000,,385000,26/10/2021 00:00:00,21489306,,100023269181,FLAT 1,,75,HERVEY ROAD,,,,LONDON,SE3 8BX,2X
Reduced,17186868,https://www.rightmove.co.uk/property-for-sale/property-112212059.html,R112212059,R55101,03/11/2021 00:00:00,,323000,,340000,26/10/2021 00:00:00,21707056,,200003424169,FLAT 21,MARSHALL HOUSE,,EAST STREET,,,,LONDON,SE17 2DX,1S
Reduced,17165711,https://www.rightmove.co.uk/property-for-sale/property-112768913.html,R112768913,R50064,03/11/2021 00:00:00,,300000,,325000,26/10/2021 00:00:00,21611404,,100021826024,FLAT 41,HORNBY HOUSE,,CLAYTON STREET,,,,LONDON,SE11 5DB,1A
Reduced,16821907,https://www.rightmove.co.uk/property-for-sale/property-113869778.html,R113869778,R22559,03/11/2021 00:00:00,,325000,,339000,21/10/2021 00:00:00,15514384,,5300049118,,,220,HOLLY PARK ESTATE,,,,LONDON,N4 4BN,3A
Reduced,17163644,https://www.rightmove.co.uk/property-for-sale/property-113194688.html,R113194688,R107533,03/11/2021 00:00:00,,390000,,425000,26/10/2021 00:00:00,21606519,,10010230459,FLAT 26,HADDO HOUSE,,HADDO STREET,,,,LONDON,SE10 9SG,1Y
Reduced,16802254,https://www.rightmove.co.uk/property-for-sale/property-114397085.html,R114397085,R41282,03/11/2021 00:00:00,,300000,,325000,26/10/2021 00:00:00,15671232,,5300010795,FLAT 7,MEREDITH HOUSE,,MAYVILLE ESTATE,,,,LONDON,N16 8LP,3D
Reduced,16810406,https://www.rightmove.co.uk/property-for-sale/property-90992248.html,R90992248,R65616,03/11/2021 00:00:00,,335000,,350000,20/10/2021 00:00:00,15721070,,5300095620,FLAT 10,TEMPLE HOUSE,,WARD ROAD,,,,LONDON,N19 5EE,1B
Reduced,16810794,https://www.rightmove.co.uk/property-for-sale/property-113284787.html,R113284787,R50608,03/11/2021 00:00:00,,325000,,350000,24/10/2021 00:00:00,15722626,,5300053576,FLAT 1,HUNTER HOUSE,,JUNCTION ROAD,,,,LONDON,N19 5QE,1A
Reduced,16772034,https://www.rightmove.co.uk/property-for-sale/property-113747255.html,R113747255,R15960,03/11/2021 00:00:00,,399950,,425000,20/10/2021 00:00:00,17770953,,100022732078,FLAT 10,BRADBY HOUSE,,CARLTON HILL,,,,LONDON,NW8 9XE,1B
Reduced,16767971,https://www.rightmove.co.uk/property-for-sale/property-109761464.html,R109761464,R90830,03/11/2021 00:00:00,,3695000,,3750000,23/10/2021 00:00:00,17762533,,100022788406,FLAT 16,ABBEY LODGE,,PARK ROAD,,,,LONDON,NW8 7RJ,1H
Reduced,16768632,https://www.rightmove.co.uk/property-for-sale/property-111050861.html,R111050861,R103727,03/11/2021 00:00:00,,450000,,480000,22/10/2021 00:00:00,17764611,,100022775758,FLAT 24,COOPER HOUSE,,LYONS PLACE,,,,LONDON,NW8 8NJ,1W
Reduced,16770894,https://www.rightmove.co.uk/property-for-sale/property-113047373.html,R113047373,R41325,03/11/2021 00:00:00,,850000,,895000,20/10/2021 00:00:00,17768769,,100022735999,FLAT 14,CIRCUS LODGE,,CIRCUS ROAD,,,,LONDON,NW8 9JL,1E
Reduced,16765499,https://www.rightmove.co.uk/property-for-sale/property-114350552.html,R114350552,R90830,03/11/2021 00:00:00,,540000,,570000,21/10/2021 00:00:00,17755530,,5085089,FLAT 33,DINERMAN COURT,38-42,BOUNDARY ROAD,,,,LONDON,NW8 0HQ,2H
Reduced,16759624,https://www.rightmove.co.uk/property-for-sale/property-108936512.html,R108936512,R7611,03/11/2021 00:00:00,Sold STC,700000,Sold STC,725000,24/10/2021 00:00:00,17728271,,5139318,,,25A,LOWFIELD ROAD,,,,LONDON,NW6 2PP,3G
Reduced,16751802,https://www.rightmove.co.uk/property-for-sale/property-109820180.html,R109820180,R106225,03/11/2021 00:00:00,,950000,,1000000,21/10/2021 00:00:00,17688962,,5031193,FLAT 62,HILLFIELD COURT,,BELSIZE AVENUE,,,,LONDON,NW3 4BG,1Y
Reduced,16744889,https://www.rightmove.co.uk/property-for-sale/property-82222612.html,R82222612,R65806,03/11/2021 00:00:00,,350000,,375000,25/10/2021 00:00:00,17831007,,200058102,FLAT 14,WATERLOW COURT,,HEATH CLOSE,,,,LONDON,NW11 7DT,1G
Reduced,15847469,https://www.rightmove.co.uk/property-for-sale/property-81966375.html,R81966375,R101522,03/11/2021 00:00:00,,400000,,440000,26/10/2021 00:00:00,7962748,,10008231156,FLAT 5,MARCON COURT,,AMHURST ROAD,,,,LONDON,E8 1LN,3F
Reduced,15855820,https://www.rightmove.co.uk/property-for-sale/property-111038111.html,R111038111,R74791,03/11/2021 00:00:00,,325000,,350000,20/10/2021 00:00:00,7990410,,100021080720,FLAT 4,VICTORIA PARK COURT,130,WELL STREET,,,,LONDON,E9 7TN,1U
Reduced,16175243,https://www.rightmove.co.uk/property-for-sale/property-113521400.html,R113521400,R29132,03/11/2021 00:00:00,,799950,,825000,21/10/2021 00:00:00,12073983,,100021766069,FLAT 3,ANGLESEA LODGE,28,PORTSMOUTH ROAD,,,,KINGSTON UPON THAMES,KT1 2ND,1H
Reduced,15852473,https://www.rightmove.co.uk/property-for-sale/property-113115935.html,R113115935,R204362,03/11/2021 00:00:00,,390000,,400000,20/10/2021 00:00:00,7980259,,100023020289,FLAT 11,MUSGROVE HOUSE,,HASSETT ROAD,,,,LONDON,E9 5SP,1D
Reduced,15852527,https://www.rightmove.co.uk/property-for-sale/property-111758624.html,R111758624,R11482,03/11/2021 00:00:00,,350000,,375000,27/10/2021 00:00:00,7980341,,100021042358,,,56A,BALLANCE ROAD,,,,LONDON,E9 5SR,3W
Reduced,15849441,https://www.rightmove.co.uk/property-for-sale/property-114261761.html,R114261761,R101522,03/11/2021 00:00:00,,400000,,440000,26/10/2021 00:00:00,7972738,,100023017528,FLAT 19,BELFORD HOUSE,,QUEENSBRIDGE ROAD,,,,LONDON,E8 4JH,1P
Reduced,15840040,https://www.rightmove.co.uk/property-for-sale/property-112980110.html,R112980110,R51218,03/11/2021 00:00:00,,250000,,280000,20/10/2021 00:00:00,7913781,,100023004826,FLAT 96,ROGATE HOUSE,8,MUIR ROAD,,,,LONDON,E5 8QT,2Y
Reduced,15797714,https://www.rightmove.co.uk/property-for-sale/property-80484225.html,R80484225,R10387,03/11/2021 00:00:00,,450000,,465000,27/10/2021 00:00:00,7837698,,6008664,FLAT 17,JACKMAN HOUSE,,WATTS STREET,,,,LONDON,E1W 2PU,1L
Reduced,15828553,https://www.rightmove.co.uk/property-for-sale/property-114104777.html,R114104777,R113191,03/11/2021 00:00:00,,565000,,595000,23/10/2021 00:00:00,7857072,,6023579,FLAT 8,GILLMAN HOUSE,,PRITCHARDS ROAD,,,,LONDON,E2 9BL,3G
Reduced,15825137,https://www.rightmove.co.uk/property-for-sale/property-114074591.html,R114074591,R224033,03/11/2021 00:00:00,,230000,,240000,23/10/2021 00:00:00,7849665,,6022786,FLAT 31,WYNDHAM DEEDES HOUSE,,HACKNEY ROAD,,,,LONDON,E2 7AU,2F
Reduced,15811134,https://www.rightmove.co.uk/property-for-sale/property-110590712.html,R110590712,R66685,03/11/2021 00:00:00,,600000,,650000,27/10/2021 00:00:00,8063777,,6059055,,,239,WESTFERRY ROAD,,,,LONDON,E14 3RS,1B
Reduced,15808893,https://www.rightmove.co.uk/property-for-sale/property-88974322.html,R88974322,R48101,03/11/2021 00:00:00,,390000,,410000,26/10/2021 00:00:00,8071174,,6356603,FLAT 30,PERKINS HOUSE,,WALLWOOD STREET,,,,LONDON,E14 7AH,2E
Reduced,15811256,https://www.rightmove.co.uk/property-for-sale/property-114256010.html,R114256010,R31566,03/11/2021 00:00:00,,900000,,950000,20/10/2021 00:00:00,8059066,,6059134,,,160,EAST FERRY ROAD,,,,LONDON,E14 3AY,1P
Reduced,15812860,https://www.rightmove.co.uk/property-for-sale/property-114069419.html,R114069419,R88439,03/11/2021 00:00:00,,375000,,390000,27/10/2021 00:00:00,8062762,,6081347,FLAT 44,KINGDON HOUSE,,GALBRAITH STREET,,,,LONDON,E14 3LP,2Y
Reduced,15796243,https://www.rightmove.co.uk/property-for-sale/property-112091765.html,R112091765,R88439,03/11/2021 00:00:00,,425000,,435000,26/10/2021 00:00:00,7831885,,6002039,FLAT 15,BRUNE HOUSE,,BELL LANE,,,,LONDON,E1 7NW,1H
Reduced,14673711,https://www.rightmove.co.uk/property-for-sale/property-114167408.html,R114167408,R93044,03/11/2021 00:00:00,,549950,,599950,21/10/2021 00:00:00,25846051,,34004930,,,105,FLORA GARDENS,,,,LONDON,W6 0HR,1G
Reduced,15791411,https://www.rightmove.co.uk/property-for-sale/property-111659195.html,R111659195,R157376,03/11/2021 00:00:00,,400000,,425000,26/10/2021 00:00:00,7817291,,6031112,FLAT 2,LINDLEY HOUSE,,LINDLEY STREET,,,,LONDON,E1 3AU,1B
Reduced,15796533,https://www.rightmove.co.uk/property-for-sale/property-112252607.html,R112252607,R111056,03/11/2021 00:00:00,,350000,,370000,26/10/2021 00:00:00,7833369,,6006954,FLAT 40,BETTS HOUSE,,BETTS STREET,,,,LONDON,E1 8HN,2T
Reduced,15690018,https://www.rightmove.co.uk/property-for-sale/property-113194493.html,R113194493,R73120,03/11/2021 00:00:00,,460000,,500000,26/10/2021 00:00:00,8173552,,5066501,FLAT 15,CAVENDISH MANSIONS,,CLERKENWELL ROAD,,,,LONDON,EC1R 5DQ,1H
Reduced,15690608,https://www.rightmove.co.uk/property-for-sale/property-113303756.html,R113303756,R71134,03/11/2021 00:00:00,,585000,,599950,22/10/2021 00:00:00,8174873,,5300073339,FLAT 15,HAROLD LASKI HOUSE,,PERCIVAL STREET,,,,LONDON,EC1V 0HR,1H
Reduced,15692167,https://www.rightmove.co.uk/property-for-sale/property-80479626.html,R80479626,R103727,03/11/2021 00:00:00,,530000,,545000,23/10/2021 00:00:00,8180581,,5300069791,FLAT 36,NEWLAND COURT,,OLD STREET,,,,LONDON,EC1V 9NS,2N
Reduced,15789040,https://www.rightmove.co.uk/property-for-sale/property-112006328.html,R112006328,R178868,03/11/2021 00:00:00,,300000,,315000,20/10/2021 00:00:00,7808596,,6024811,FLAT 5,GOSLING HOUSE,,SUTTON STREET,,,,LONDON,E1 0AU,3A
